,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
Rzeczowe składniki majątku trwałego,89363.0,90842.0,93792.0,96867.0,99863.0,109419.0,120027.0,173267.0,186245.0,217279.0,243555.0,268623.0,303033.0,366291.0,425566.0,475349.0,525899.0,513129.0,500208.0,398313.0,370759.0,409093.0,381689.0,392238.0,390343.0,398928.0,436879.0,424375.0,431045.0,448356.0,449687.0,446177.0,457686.0,460789.0,459307.0,461671.0,462029.0,410990.0,407370.0,407953.0,406088.0,400794.0,399633.0,381345.0,378016.0,376417.0,375116.0,344354.0,343007.0,342448.0,344063.0,341916.0,340293.0,337024.0,337884.0,336350.0,337079.0,339244.0,331372.0,333800.0,325384.0,326709.0,317436.0,315625.0,312693.0,311914.0,308580.0,303570.0,299845.0,296778.0,294280.0,290186.0,287635.0,286820.0,286255.0,291303.0
Należności długoterminowe,0.0,0.0,0.0,0.0,168.0,149.0,74.0,46.0,44.0,40.0,38.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11961.0,31191.0,37274.0,31780.0,30996.0,32590.0,33175.0,31227.0,30397.0,30632.0,30473.0,32973.0,35072.0,38125.0,51171.0,51337.0,53065.0,51151.0,54180.0,52504.0,56929.0,53763.0,50520.0,49797.0,46950.0,45514.0,134149.0,134879.0,88255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inwestycje długoterminowe,8204.0,30081.0,46058.0,48398.0,69877.0,69991.0,105156.0,56337.0,325876.0,105606.0,107418.0,134160.0,185891.0,171448.0,184091.0,126953.0,145992.0,35925.0,2096.0,2096.0,5409.0,9864.0,31683.0,3926.0,3943.0,4046.0,57107.0,1559.0,43096.0,1781.0,488.0,895.0,934.0,404.0,84.0,95.0,84.0,62.0,62.0,66.0,71.0,70.0,5401.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1357.0,1357.0,1357.0,1357.0,1357.0,1357.0,1357.0,1357.0,1357.0,1357.0,1357.0,1357.0,1357.0,1357.0,1357.0,1357.0,0.0,0.0,0.0,0.0
Pozostałe aktywa trwałe,1152.0,1243.0,1044.0,1993.0,2697.0,3639.0,4343.0,9085.0,8405.0,58747.0,68071.0,35965.0,44970.0,46833.0,35356.0,77509.0,56597.0,64333.0,103251.0,51465.0,51979.0,52207.0,49052.0,47259.0,48181.0,57452.0,58327.0,64726.0,52422.0,55631.0,55078.0,40489.0,40584.0,39184.0,35596.0,35161.0,35087.0,26605.0,28020.0,28970.0,33395.0,31069.0,31308.0,28936.0,27819.0,29113.0,28230.0,34654.0,32809.0,27827.0,28155.0,24509.0,23574.0,3007.0,3512.0,29813.0,41633.0,28547.0,35113.0,32442.0,32163.0,34840.0,39605.0,28614.0,26286.0,25424.0,24344.0,23197.0,21848.0,12828.0,12813.0,2737.0,1860.0,1292.0,1348.0,282.0
Aktywa obrotowe,153214.0,138977.0,138004.0,159172.0,202748.0,220206.0,397401.0,354484.0,344029.0,360571.0,437355.0,395203.0,573622.0,526070.0,479212.0,370472.0,443254.0,490466.0,457110.0,444872.0,483039.0,349454.0,342249.0,438239.0,418557.0,437134.0,436004.0,393441.0,373147.0,356756.0,337679.0,284048.0,296536.0,262843.0,263505.0,243083.0,269378.0,322700.0,363442.0,317386.0,329224.0,337268.0,331965.0,305635.0,290113.0,315414.0,314073.0,365512.0,323334.0,271814.0,256192.0,252081.0,223892.0,260837.0,175414.0,150684.0,126659.0,142763.0,143248.0,137253.0,147923.0,141134.0,141668.0,151288.0,147817.0,150097.0,167765.0,174727.0,153716.0,153500.0,171101.0,153071.0,164012.0,163541.0,164945.0,166757.0
Zapasy,44518.0,44729.0,44107.0,41893.0,49697.0,50352.0,55599.0,61994.0,68558.0,74638.0,72226.0,99631.0,106682.0,113787.0,114416.0,92972.0,95777.0,90164.0,94983.0,111964.0,111150.0,108538.0,106845.0,97991.0,103816.0,108236.0,102563.0,95287.0,93034.0,95018.0,88661.0,84334.0,82351.0,73013.0,73987.0,64551.0,76828.0,86418.0,85778.0,89008.0,94083.0,111609.0,109114.0,105871.0,111596.0,119214.0,114893.0,117142.0,129265.0,133799.0,120335.0,105061.0,110698.0,92935.0,89485.0,77783.0,74618.0,75139.0,83406.0,79726.0,81858.0,89900.0,99423.0,90017.0,98662.0,111196.0,113318.0,125131.0,115421.0,120554.0,115696.0,111002.0,122409.0,119605.0,113120.0,118198.0
Należności krótkoterminowe,69794.0,83651.0,82743.0,97797.0,131134.0,129234.0,139843.0,153602.0,162616.0,162278.0,202789.0,206606.0,263505.0,246894.0,263994.0,156063.0,208655.0,150613.0,159044.0,134645.0,98579.0,126453.0,117626.0,207003.0,195058.0,217289.0,238360.0,207235.0,215622.0,213703.0,132460.0,136535.0,153169.0,130964.0,142766.0,133581.0,133812.0,132617.0,171962.0,168511.0,168277.0,172553.0,176123.0,137055.0,122610.0,117063.0,124253.0,77743.0,65908.0,83894.0,85951.0,102323.0,77262.0,159561.0,65185.0,62467.0,39961.0,57378.0,49429.0,48928.0,54602.0,40530.0,34551.0,38173.0,35970.0,31825.0,41447.0,39654.0,25647.0,22619.0,36270.0,31406.0,32711.0,40407.0,46361.0,42836.0
Inwestycje krótkoterminowe,36907.0,8188.0,9101.0,13928.0,12148.0,27849.0,198455.0,130771.0,97617.0,101331.0,134995.0,68311.0,175169.0,151947.0,44820.0,108073.0,122728.0,78296.0,41192.0,69970.0,114858.0,92535.0,102302.0,84043.0,69595.0,65004.0,43909.0,39162.0,51814.0,32954.0,101107.0,53142.0,48805.0,40960.0,37155.0,33860.0,49717.0,45926.0,45544.0,52097.0,54570.0,44156.0,34647.0,32540.0,25509.0,44985.0,40448.0,88587.0,51363.0,46009.0,42558.0,38850.0,31036.0,4904.0,17898.0,7745.0,7725.0,7130.0,8083.0,7177.0,8555.0,7676.0,5911.0,22239.0,9534.0,4653.0,11387.0,8857.0,9031.0,7712.0,17215.0,9339.0,4706.0,1095.0,2818.0,3883.0
Środki pieniężne i inne aktywa pieniężne,32000.0,6566.0,7474.0,12283.0,5556.0,26172.0,142967.0,66759.0,31145.0,40829.0,90135.0,47082.0,156799.0,115177.0,54982.0,61719.0,63706.0,78282.0,26739.0,33994.0,78910.0,51034.0,63273.0,37696.0,25289.0,20180.0,15784.0,24334.0,40754.0,17667.0,86695.0,42085.0,37167.0,36183.0,25954.0,26590.0,38865.0,33785.0,33722.0,34477.0,35371.0,38739.0,34647.0,32540.0,25459.0,44985.0,40448.0,88587.0,51363.0,46009.0,42497.0,38687.0,31036.0,4904.0,17898.0,7745.0,7725.0,7130.0,8083.0,7177.0,8555.0,7676.0,5911.0,22239.0,9534.0,4653.0,11387.0,8857.0,9031.0,7712.0,17215.0,9339.0,4706.0,1095.0,2818.0,3883.0
Pozostałe aktywa obrotowe,1994.0,2409.0,2053.0,5554.0,9769.0,12771.0,3504.0,8117.0,15238.0,22324.0,27345.0,20655.0,28266.0,13442.0,55982.0,8461.0,10570.0,40992.0,38697.0,10679.0,18054.0,15030.0,12286.0,17190.0,19045.0,18340.0,20116.0,13099.0,12677.0,15081.0,15451.0,10037.0,12211.0,17906.0,9597.0,11091.0,9021.0,4896.0,4953.0,4558.0,9111.0,5796.0,8957.0,3667.0,4939.0,7234.0,8337.0,7283.0,9916.0,8112.0,7348.0,5847.0,4896.0,3437.0,2846.0,2689.0,4355.0,3116.0,2330.0,1422.0,2908.0,3028.0,1783.0,859.0,3651.0,2423.0,1613.0,1085.0,3617.0,2615.0,1920.0,1324.0,2829.0,2434.0,2646.0,1840.0
Aktywa trwałe przeznaczone do sprzedaży,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4903.0,5524.0,130401.0,123194.0,117614.0,140398.0,6898.0,3190.0,32012.0,31043.0,28265.0,31056.0,38658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52843.0,55205.0,3212.0,3183.0,3154.0,3124.0,26502.0,25459.0,26918.0,26142.0,74757.0,66882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.0,0.0,0.0,0.0
Aktywa razem,291464.0,308361.0,326798.0,358123.0,419478.0,680956.0,986023.0,991633.0,1263062.0,1459816.0,1589367.0,1500255.0,1798826.0,1870994.0,1926734.0,2064772.0,2323311.0,2177058.0,2075635.0,1575015.0,1578576.0,1564461.0,1506068.0,1584748.0,1555807.0,1585842.0,1764816.0,2024549.0,2032418.0,2061429.0,2007255.0,1915324.0,1965022.0,1955459.0,1926425.0,1890798.0,1919886.0,1905433.0,1972034.0,1953895.0,1986599.0,2003865.0,2010943.0,1250053.0,1223214.0,1261313.0,1250663.0,1295187.0,1236002.0,1168249.0,1154921.0,1141973.0,1117866.0,1144658.0,1071649.0,1010026.0,1033714.0,907168.0,914179.0,881417.0,890601.0,884960.0,880057.0,867107.0,858611.0,854954.0,866054.0,865189.0,842580.0,829769.0,843851.0,810326.0,815910.0,818873.0,823197.0,822224.0
Kapitał własny akcjonariuszy jednostki dominującej,224151.0,230276.0,249082.0,255418.0,251216.0,353601.0,767436.0,790117.0,800658.0,1016372.0,991113.0,871106.0,1146410.0,1076849.0,1120547.0,1106545.0,1225261.0,1393608.0,1351252.0,973848.0,943120.0,1069839.0,1008893.0,1093704.0,1067673.0,1062702.0,1200911.0,1197057.0,1261587.0,1272273.0,1232036.0,1244013.0,1262995.0,1269613.0,1318614.0,1299076.0,1300173.0,1305643.0,1328850.0,1360644.0,1376919.0,1375045.0,1387531.0,823279.0,814647.0,847781.0,835842.0,830979.0,812425.0,792635.0,789028.0,788813.0,788132.0,818275.0,816265.0,712793.0,735988.0,626586.0,621100.0,581999.0,587841.0,598481.0,600848.0,619645.0,614560.0,618280.0,622839.0,622739.0,619571.0,611717.0,609708.0,606060.0,605937.0,607514.0,602956.0,606358.0
